id,prediction 
32594,1
32595,1
32596,0
32597,1
32598,1
32599,1
32600,1
32601,1
32602,1
32603,1
32604,1
32605,1
32606,0
32607,1
32608,1
32609,1
32610,1
32611,1
32612,1
32613,1
32614,1
32615,1
32616,1
32617,1
32618,1
32619,1
32620,1
32621,0
32622,1
32623,0
32624,1
32625,1
32626,1
32627,1
32628,1
32629,0
32630,1
32631,1
32632,1
32633,0
32634,1
32635,1
32636,1
32637,1
32638,0
32639,1
32640,0
32641,1
32642,1
32643,1
32644,1
32645,1
32646,0
32647,1
32648,1
32649,0
32650,1
32651,1
32652,1
32653,1
32654,1
32655,0
32656,1
32657,1
32658,0
32659,1
32660,1
32661,1
32662,1
32663,1
32664,1
32665,1
32666,1
32667,1
32668,1
32669,1
32670,1
32671,1
32672,1
32673,1
32674,1
32675,1
32676,0
32677,1
32678,1
32679,1
32680,1
32681,1
32682,1
32683,1
32684,1
32685,1
32686,1
32687,1
32688,1
32689,1
32690,1
32691,1
32692,1
32693,1
32694,1
32695,1
32696,1
32697,0
32698,1
32699,0
32700,1
32701,1
32702,1
32703,1
32704,1
32705,1
32706,1
32707,1
32708,1
32709,0
32710,1
32711,1
32712,1
32713,1
32714,1
32715,1
32716,1
32717,1
32718,0
32719,1
32720,1
32721,1
32722,1
32723,0
32724,1
32725,1
32726,1
32727,1
32728,1
32729,0
32730,1
32731,1
32732,1
32733,1
32734,1
32735,1
32736,1
32737,1
32738,1
32739,1
32740,1
32741,1
32742,1
32743,1
32744,0
32745,1
32746,1
32747,1
32748,1
32749,1
32750,1
32751,1
32752,1
32753,1
32754,1
32755,1
32756,1
32757,1
32758,1
32759,1
32760,1
32761,1
32762,0
32763,1
32764,1
32765,1
32766,1
32767,1
32768,1
32769,0
32770,1
32771,0
32772,1
32773,1
32774,1
32775,0
32776,1
32777,1
32778,1
32779,1
32780,1
32781,1
32782,1
32783,1
32784,1
32785,1
32786,1
32787,1
32788,1
32789,1
32790,0
32791,1
32792,1
32793,0
32794,1
32795,1
32796,1
32797,0
32798,1
32799,1
32800,1
32801,0
32802,0
32803,1
32804,0
32805,1
32806,1
32807,1
32808,0
32809,1
32810,1
32811,0
32812,0
32813,1
32814,1
32815,0
32816,1
32817,1
32818,0
32819,0
32820,1
32821,1
32822,1
32823,0
32824,0
32825,0
32826,1
32827,1
32828,1
32829,1
32830,0
32831,1
32832,0
32833,1
32834,1
32835,1
32836,1
32837,1
32838,1
32839,1
32840,0
32841,1
32842,1
32843,1
32844,0
32845,0
32846,1
32847,1
32848,1
32849,0
32850,0
32851,0
32852,1
32853,1
32854,1
32855,1
32856,1
32857,1
32858,1
32859,1
32860,1
32861,1
32862,1
32863,1
32864,0
32865,0
32866,1
32867,1
32868,1
32869,1
32870,1
32871,1
32872,1
32873,0
32874,1
32875,1
32876,0
32877,0
32878,1
32879,1
32880,1
32881,1
32882,1
32883,1
32884,1
32885,1
32886,1
32887,1
32888,1
32889,1
32890,1
32891,1
32892,1
32893,1
32894,1
32895,1
32896,0
32897,1
32898,1
32899,1
32900,1
32901,1
32902,1
32903,0
32904,1
32905,1
32906,1
32907,1
32908,1
32909,0
32910,1
32911,1
32912,1
32913,1
32914,1
32915,0
32916,1
32917,1
32918,0
32919,1
32920,0
32921,1
32922,0
32923,1
32924,1
32925,1
32926,1
32927,1
32928,0
32929,0
32930,1
32931,0
32932,0
32933,1
32934,1
32935,1
32936,1
32937,1
32938,1
32939,1
32940,0
32941,1
32942,1
32943,1
32944,1
32945,1
32946,1
32947,0
32948,1
32949,1
32950,0
32951,1
32952,0
32953,1
32954,1
32955,1
32956,1
32957,1
32958,1
32959,1
32960,0
32961,1
32962,1
32963,1
32964,1
32965,0
32966,1
32967,1
32968,1
32969,0
32970,1
32971,1
32972,0
32973,1
32974,0
32975,0
32976,0
32977,1
32978,1
32979,1
32980,1
32981,1
32982,1
32983,1
32984,1
32985,1
32986,1
32987,1
32988,0
32989,1
32990,1
32991,1
32992,0
32993,1
32994,1
32995,1
32996,1
32997,1
32998,1
32999,1
33000,1
33001,1
33002,1
33003,1
33004,0
33005,1
33006,0
33007,1
33008,1
33009,1
33010,0
33011,1
33012,0
33013,1
33014,1
33015,0
33016,0
33017,1
33018,1
33019,1
33020,1
33021,1
33022,1
33023,0
33024,1
33025,1
33026,1
33027,0
33028,1
33029,1
33030,0
33031,1
33032,0
33033,0
33034,1
33035,1
33036,1
33037,0
33038,1
33039,1
33040,0
33041,1
33042,1
33043,1
33044,1
33045,1
33046,1
33047,0
33048,1
33049,1
33050,1
33051,1
33052,0
33053,1
33054,1
33055,1
33056,1
33057,1
33058,0
33059,1
33060,1
33061,0
33062,1
33063,1
33064,1
33065,1
33066,1
33067,1
33068,1
33069,1
33070,1
33071,0
33072,1
33073,0
33074,1
33075,1
33076,1
33077,1
33078,0
33079,1
33080,1
33081,1
33082,1
33083,1
33084,0
33085,1
33086,1
33087,1
33088,0
33089,1
33090,1
33091,1
33092,1
33093,1
33094,1
33095,1
33096,1
33097,1
33098,0
33099,1
33100,1
33101,1
33102,0
33103,1
33104,0
33105,1
33106,1
33107,1
33108,0
33109,1
33110,0
33111,1
33112,1
33113,1
33114,1
33115,1
33116,1
33117,1
33118,1
33119,0
33120,1
33121,1
33122,1
33123,0
33124,1
33125,1
33126,1
33127,0
33128,1
33129,1
33130,1
33131,1
33132,1
33133,1
33134,1
33135,1
33136,1
33137,1
33138,1
33139,1
33140,1
33141,0
33142,1
33143,1
33144,1
33145,0
33146,1
33147,1
33148,1
33149,1
33150,1
33151,1
33152,0
33153,1
33154,0
33155,1
33156,1
33157,1
33158,1
33159,1
33160,1
33161,0
33162,1
33163,1
33164,1
33165,1
33166,1
33167,1
33168,0
33169,1
33170,1
33171,1
33172,1
33173,1
33174,1
33175,1
33176,1
33177,1
33178,1
33179,1
33180,1
33181,1
33182,1
33183,1
33184,1
33185,1
33186,0
33187,1
33188,0
33189,1
33190,0
33191,0
33192,1
33193,1
33194,0
33195,1
33196,1
33197,1
33198,1
33199,1
33200,1
33201,1
33202,1
33203,1
33204,1
33205,1
33206,0
33207,1
33208,0
33209,1
33210,1
33211,1
33212,1
33213,1
33214,1
33215,1
33216,1
33217,1
33218,1
33219,1
33220,1
33221,0
33222,1
33223,1
33224,0
33225,0
33226,1
33227,1
33228,1
33229,1
33230,1
33231,1
33232,1
33233,0
33234,1
33235,1
33236,1
33237,1
33238,0
33239,1
33240,1
33241,0
33242,0
33243,1
33244,1
33245,0
33246,1
33247,1
33248,1
33249,1
33250,1
33251,0
33252,1
33253,1
33254,1
33255,1
33256,1
33257,1
33258,0
33259,1
33260,1
33261,1
33262,1
33263,1
33264,1
33265,1
33266,1
33267,1
33268,1
33269,1
33270,1
33271,1
33272,1
33273,1
33274,1
33275,0
33276,1
33277,1
33278,1
33279,1
33280,1
33281,1
33282,1
33283,0
33284,1
33285,1
33286,1
33287,1
33288,1
33289,1
33290,0
33291,0
33292,1
33293,1
33294,1
33295,1
33296,1
33297,1
33298,1
33299,1
33300,1
33301,1
33302,1
33303,1
33304,1
33305,1
33306,1
33307,1
33308,1
33309,1
33310,1
33311,1
33312,1
33313,0
33314,1
33315,1
33316,1
33317,1
33318,0
33319,1
33320,1
33321,0
33322,1
33323,1
33324,1
33325,1
33326,1
33327,1
33328,1
33329,1
33330,1
33331,1
33332,1
33333,0
33334,1
33335,1
33336,1
33337,1
33338,1
33339,1
33340,1
33341,0
33342,1
33343,0
33344,1
33345,1
33346,1
33347,0
33348,0
33349,1
33350,1
33351,1
33352,1
33353,0
33354,1
33355,1
33356,1
33357,1
33358,1
33359,1
33360,0
33361,1
33362,1
33363,1
33364,1
33365,1
33366,0
33367,1
33368,1
33369,0
33370,1
33371,1
33372,1
33373,1
33374,1
33375,1
33376,1
33377,1
33378,0
33379,1
33380,1
33381,1
33382,1
33383,1
33384,0
33385,1
33386,1
33387,1
33388,1
33389,1
33390,1
33391,1
33392,1
33393,1
33394,1
33395,1
33396,1
33397,1
33398,1
33399,1
33400,1
33401,0
33402,1
33403,1
33404,1
33405,1
33406,1
33407,1
33408,0
33409,1
33410,1
33411,0
33412,1
33413,1
33414,1
33415,1
33416,1
33417,1
33418,1
33419,1
33420,1
33421,1
33422,1
33423,1
33424,1
33425,0
33426,1
33427,1
33428,1
33429,1
33430,1
33431,1
33432,1
33433,1
33434,1
33435,1
33436,1
33437,1
33438,1
33439,0
33440,1
33441,1
33442,1
33443,1
33444,1
33445,1
33446,1
33447,0
33448,0
33449,1
33450,1
33451,0
33452,1
33453,1
33454,1
33455,1
33456,1
33457,1
33458,1
33459,1
33460,0
33461,1
33462,1
33463,1
33464,1
33465,0
33466,0
33467,1
33468,1
33469,1
33470,1
33471,1
33472,1
33473,1
33474,1
33475,1
33476,1
33477,0
33478,1
33479,1
33480,1
33481,1
33482,1
33483,1
33484,1
33485,1
33486,0
33487,0
33488,1
33489,1
33490,1
33491,1
33492,1
33493,1
33494,1
33495,1
33496,1
33497,1
33498,0
33499,1
33500,0
33501,0
33502,1
33503,1
33504,1
33505,1
33506,1
33507,1
33508,1
33509,1
33510,1
33511,1
33512,1
33513,0
33514,1
33515,1
33516,1
33517,1
33518,1
33519,1
33520,0
33521,1
33522,1
33523,1
33524,0
33525,1
33526,1
33527,1
33528,0
33529,1
33530,1
33531,1
33532,1
33533,1
33534,1
33535,1
33536,1
33537,1
33538,1
33539,1
33540,1
33541,0
33542,1
33543,1
33544,1
33545,0
33546,1
33547,1
33548,1
33549,1
33550,1
33551,0
33552,1
33553,1
33554,1
33555,1
33556,1
33557,1
33558,1
33559,1
33560,1
33561,1
33562,1
33563,1
33564,1
33565,1
33566,1
33567,1
33568,1
33569,1
33570,1
33571,1
33572,1
33573,0
33574,1
33575,1
33576,0
33577,1
33578,1
33579,1
33580,1
33581,1
33582,1
33583,1
33584,1
33585,1
33586,1
33587,1
33588,0
33589,1
33590,1
33591,1
33592,0
33593,1
33594,0
33595,1
33596,1
33597,1
33598,0
33599,1
33600,0
33601,1
33602,0
33603,1
33604,1
33605,1
33606,0
33607,1
33608,0
33609,1
33610,1
33611,1
33612,1
33613,1
33614,0
33615,1
33616,1
33617,1
33618,1
33619,1
33620,0
33621,1
33622,0
33623,0
33624,0
33625,1
33626,1
33627,1
33628,1
33629,1
33630,1
33631,1
33632,1
33633,1
33634,1
33635,1
33636,1
33637,1
33638,1
33639,1
33640,1
33641,1
33642,1
33643,1
33644,0
33645,0
33646,1
33647,1
33648,1
33649,1
33650,1
33651,1
33652,1
33653,1
33654,0
33655,1
33656,1
33657,1
33658,0
33659,1
33660,1
33661,1
33662,1
33663,1
33664,1
33665,1
33666,1
33667,1
33668,1
33669,1
33670,1
33671,1
33672,1
33673,1
33674,1
33675,1
33676,1
33677,1
33678,0
33679,1
33680,1
33681,0
33682,1
33683,1
33684,1
33685,1
33686,1
33687,1
33688,1
33689,1
33690,1
33691,0
33692,1
33693,1
33694,1
33695,1
33696,1
33697,1
33698,1
33699,1
33700,1
33701,1
33702,0
33703,1
33704,1
33705,1
33706,1
33707,1
33708,1
33709,1
33710,1
33711,1
33712,1
33713,1
33714,1
33715,1
33716,1
33717,1
33718,1
33719,1
33720,1
33721,0
33722,1
33723,0
33724,1
33725,1
33726,1
33727,1
33728,1
33729,0
33730,0
33731,1
33732,1
33733,0
33734,1
33735,0
33736,1
33737,1
33738,1
33739,1
33740,1
33741,1
33742,1
33743,0
33744,1
33745,1
33746,1
33747,1
33748,1
33749,1
33750,0
33751,1
33752,1
33753,1
33754,1
33755,1
33756,1
33757,1
33758,1
33759,0
33760,1
33761,1
33762,1
33763,1
33764,1
33765,1
33766,1
33767,0
33768,1
33769,1
33770,1
33771,0
33772,1
33773,1
33774,1
33775,1
33776,1
33777,1
33778,1
33779,1
33780,1
33781,1
33782,1
33783,1
33784,0
33785,1
33786,0
33787,0
33788,0
33789,1
33790,1
33791,1
33792,1
33793,0
33794,1
33795,1
33796,0
33797,1
33798,1
33799,1
33800,1
33801,1
33802,1
33803,1
33804,1
33805,1
33806,1
33807,1
33808,1
33809,1
33810,1
33811,1
33812,1
33813,1
33814,1
33815,1
33816,1
33817,1
33818,1
33819,0
33820,1
33821,1
33822,1
33823,1
33824,1
33825,1
33826,1
33827,1
33828,1
33829,1
33830,1
33831,0
33832,1
33833,1
33834,1
33835,1
33836,1
33837,1
33838,1
33839,1
33840,1
33841,1
33842,1
33843,0
33844,1
33845,1
33846,1
33847,1
33848,1
33849,1
33850,1
33851,1
33852,0
33853,1
33854,1
33855,1
33856,1
33857,1
33858,1
33859,1
33860,1
33861,1
33862,1
33863,1
33864,0
33865,0
33866,1
33867,1
33868,1
33869,1
33870,1
33871,1
33872,1
33873,1
33874,0
33875,0
33876,0
33877,1
33878,1
33879,1
33880,1
33881,1
33882,1
33883,1
33884,1
33885,1
33886,1
33887,0
33888,1
33889,1
33890,1
33891,0
33892,1
33893,1
33894,1
33895,1
33896,1
33897,1
33898,1
33899,1
33900,1
33901,1
33902,1
33903,1
33904,0
33905,1
33906,1
33907,1
33908,1
33909,1
33910,1
33911,1
33912,1
33913,1
33914,1
33915,1
33916,1
33917,1
33918,1
33919,0
33920,1
33921,1
33922,1
33923,0
33924,1
33925,1
33926,0
33927,0
33928,0
33929,1
33930,1
33931,1
33932,1
33933,1
33934,1
33935,1
33936,1
33937,1
33938,1
33939,1
33940,1
33941,0
33942,1
33943,1
33944,1
33945,1
33946,1
33947,1
33948,1
33949,1
33950,1
33951,0
33952,1
33953,1
33954,1
33955,1
33956,1
33957,1
33958,1
33959,1
33960,1
33961,0
33962,1
33963,1
33964,1
33965,0
33966,1
33967,1
33968,1
33969,1
33970,1
33971,1
33972,1
33973,1
33974,1
33975,1
33976,0
33977,1
33978,0
33979,1
33980,1
33981,1
33982,1
33983,1
33984,1
33985,0
33986,1
33987,1
33988,1
33989,0
33990,1
33991,1
33992,1
33993,1
33994,1
33995,1
33996,1
33997,0
33998,0
33999,1
34000,1
34001,1
34002,1
34003,1
34004,1
34005,1
34006,1
34007,0
34008,1
34009,0
34010,0
34011,0
34012,1
34013,1
34014,1
34015,1
34016,0
34017,1
34018,1
34019,1
34020,1
34021,1
34022,1
34023,1
34024,1
34025,0
34026,1
34027,1
34028,0
34029,0
34030,1
34031,0
34032,1
34033,1
34034,1
34035,1
34036,1
34037,1
34038,1
34039,1
34040,0
34041,1
34042,1
34043,1
34044,0
34045,1
34046,0
34047,1
34048,1
34049,1
34050,1
34051,1
34052,0
34053,0
34054,1
34055,0
34056,0
34057,0
34058,1
34059,1
34060,1
34061,0
34062,0
34063,1
34064,1
34065,1
34066,0
34067,1
34068,1
34069,1
34070,1
34071,0
34072,1
34073,1
34074,1
34075,1
34076,1
34077,1
34078,0
34079,1
34080,1
34081,1
34082,1
34083,1
34084,1
34085,1
34086,0
34087,1
34088,0
34089,1
34090,1
34091,1
34092,1
34093,1
34094,0
34095,0
34096,1
34097,0
34098,0
34099,1
34100,1
34101,0
34102,1
34103,1
34104,0
34105,1
34106,1
34107,1
34108,1
34109,1
34110,1
34111,0
34112,1
34113,1
34114,1
34115,1
34116,1
34117,1
34118,1
34119,0
34120,1
34121,1
34122,0
34123,1
34124,1
34125,0
34126,0
34127,0
34128,1
34129,1
34130,1
34131,1
34132,1
34133,1
34134,1
34135,1
34136,1
34137,1
34138,1
34139,1
34140,0
34141,1
34142,1
34143,1
34144,1
34145,1
34146,1
34147,0
34148,1
34149,1
34150,1
34151,1
34152,1
34153,1
34154,1
34155,1
34156,1
34157,1
34158,1
34159,1
34160,1
34161,0
34162,1
34163,0
34164,1
34165,1
34166,1
34167,0
34168,1
34169,1
34170,1
34171,1
34172,1
34173,0
34174,1
34175,1
34176,1
34177,0
34178,0
34179,1
34180,1
34181,1
34182,1
34183,1
34184,1
34185,1
34186,1
34187,1
34188,0
34189,0
34190,0
34191,0
34192,1
34193,1
34194,1
34195,1
34196,0
34197,0
34198,1
34199,0
34200,1
34201,1
34202,1
34203,1
34204,0
34205,1
34206,0
34207,1
34208,1
34209,1
34210,0
34211,1
34212,1
34213,1
34214,1
34215,1
34216,1
34217,0
34218,1
34219,1
34220,1
34221,0
34222,1
34223,0
34224,1
34225,1
34226,0
34227,1
34228,0
34229,0
34230,1
34231,1
34232,1
34233,1
34234,1
34235,1
34236,1
34237,1
34238,1
34239,0
34240,1
34241,0
34242,1
34243,0
34244,1
34245,1
34246,0
34247,1
34248,1
34249,0
34250,1
34251,0
34252,1
34253,1
34254,1
34255,1
34256,1
34257,0
34258,1
34259,1
34260,1
34261,1
34262,1
34263,1
34264,1
34265,0
34266,1
34267,1
34268,1
34269,1
34270,0
34271,1
34272,1
34273,1
34274,1
34275,1
34276,1
34277,1
34278,0
34279,1
34280,1
34281,1
34282,0
34283,1
34284,1
34285,0
34286,1
34287,1
34288,1
34289,0
34290,1
34291,1
34292,0
34293,1
34294,1
34295,1
34296,0
34297,0
34298,1
34299,0
34300,1
34301,1
34302,1
34303,1
34304,1
34305,1
34306,1
34307,0
34308,1
34309,1
34310,1
34311,0
34312,1
34313,1
34314,1
34315,1
34316,1
34317,1
34318,1
34319,1
34320,0
34321,1
34322,1
34323,1
34324,1
34325,1
34326,1
34327,1
34328,1
34329,0
34330,1
34331,1
34332,1
34333,0
34334,1
34335,1
34336,0
34337,1
34338,1
34339,1
34340,1
34341,1
34342,1
34343,1
34344,1
34345,1
34346,1
34347,1
34348,1
34349,1
34350,1
34351,0
34352,1
34353,0
34354,1
34355,0
34356,1
34357,1
34358,1
34359,0
34360,0
34361,1
34362,1
34363,1
34364,1
34365,1
34366,0
34367,1
34368,1
34369,0
34370,1
34371,1
34372,1
34373,1
34374,1
34375,1
34376,1
34377,1
34378,1
34379,1
34380,1
34381,1
34382,1
34383,1
34384,1
34385,1
34386,1
34387,1
34388,1
34389,1
34390,1
34391,1
34392,1
34393,1
34394,1
34395,1
34396,1
34397,1
34398,1
34399,0
34400,1
34401,0
34402,1
34403,0
34404,1
34405,1
34406,1
34407,1
34408,1
34409,1
34410,1
34411,1
34412,1
34413,1
34414,0
34415,1
34416,0
34417,1
34418,1
34419,1
34420,1
34421,1
34422,0
34423,1
34424,1
34425,1
34426,1
34427,1
34428,0
34429,1
34430,1
34431,1
34432,1
34433,1
34434,1
34435,1
34436,1
34437,1
34438,1
34439,1
34440,1
34441,1
34442,1
34443,0
34444,0
34445,1
34446,1
34447,1
34448,1
34449,1
34450,0
34451,1
34452,1
34453,0
34454,1
34455,0
34456,1
34457,1
34458,1
34459,0
34460,1
34461,1
34462,1
34463,0
34464,1
34465,1
34466,1
34467,1
34468,1
34469,1
34470,1
34471,0
34472,1
34473,1
34474,1
34475,1
34476,1
34477,1
34478,1
34479,1
34480,1
34481,1
34482,0
34483,0
34484,1
34485,1
34486,0
34487,1
34488,1
34489,0
34490,1
34491,1
34492,1
34493,1
34494,0
34495,1
34496,1
34497,1
34498,1
34499,1
34500,1
34501,0
34502,0
34503,1
34504,0
34505,1
34506,0
34507,1
34508,1
34509,1
34510,1
34511,1
34512,1
34513,1
34514,1
34515,1
34516,1
34517,1
34518,1
34519,1
34520,0
34521,1
34522,0
34523,0
34524,1
34525,0
34526,1
34527,1
34528,1
34529,1
34530,1
34531,1
34532,1
34533,1
34534,1
34535,1
34536,1
34537,1
34538,1
34539,1
34540,1
34541,1
34542,1
34543,1
34544,1
34545,1
34546,0
34547,1
34548,1
34549,1
34550,1
34551,1
34552,1
34553,0
34554,1
34555,0
34556,1
34557,1
34558,0
34559,1
34560,1
34561,1
34562,0
34563,1
34564,1
34565,1
34566,1
34567,1
34568,1
34569,0
34570,1
34571,1
34572,1
34573,1
34574,0
34575,1
34576,1
34577,1
34578,1
34579,1
34580,0
34581,0
34582,1
34583,1
34584,1
34585,0
34586,1
34587,1
34588,1
34589,1
34590,1
34591,0
34592,1
34593,1
34594,0
34595,0
34596,1
34597,1
34598,1
34599,1
34600,1
34601,1
34602,1
34603,0
34604,0
34605,1
34606,1
34607,1
34608,1
34609,1
34610,1
34611,1
34612,1
34613,1
34614,0
34615,0
34616,1
34617,1
34618,1
34619,1
34620,1
34621,1
34622,1
34623,1
34624,1
34625,1
34626,1
34627,1
34628,0
34629,1
34630,0
34631,1
34632,1
34633,1
34634,1
34635,1
34636,1
34637,1
34638,1
34639,1
34640,1
34641,1
34642,1
34643,0
34644,1
34645,0
34646,0
34647,1
34648,1
34649,0
34650,0
34651,1
34652,1
34653,1
34654,1
34655,1
34656,0
34657,1
34658,1
34659,1
34660,1
34661,1
34662,1
34663,1
34664,1
34665,1
34666,1
34667,1
34668,0
34669,1
34670,1
34671,1
34672,1
34673,1
34674,1
34675,1
34676,1
34677,0
34678,0
34679,1
34680,1
34681,1
34682,1
34683,1
34684,1
34685,1
34686,0
34687,1
34688,1
34689,0
34690,1
34691,1
34692,1
34693,1
34694,1
34695,0
34696,1
34697,1
34698,0
34699,1
34700,1
34701,1
34702,0
34703,1
34704,1
34705,1
34706,1
34707,1
34708,1
34709,1
34710,1
34711,1
34712,0
34713,1
34714,1
34715,1
34716,0
34717,1
34718,1
34719,1
34720,1
34721,1
34722,1
34723,0
34724,1
34725,0
34726,0
34727,1
34728,1
34729,1
34730,1
34731,1
34732,1
34733,1
34734,1
34735,1
34736,1
34737,0
34738,0
34739,1
34740,0
34741,1
34742,1
34743,1
34744,1
34745,0
34746,0
34747,1
34748,1
34749,0
34750,1
34751,1
34752,1
34753,1
34754,1
34755,1
34756,0
34757,1
34758,1
